 0236 12-24-24   0.120   0.105   0.199   0.000   0.000   0.000   0.000   0.000   0.953
 0237 12-24-22   0.120   0.105   0.183   0.000   0.000   0.000   0.000   0.000   0.244
 0238 12-24-21   0.120   0.105   0.174   0.000   0.000   0.000   0.000   0.000   0.233
 0239 12-24-20   0.120   0.105   0.166   0.000   0.000   0.000   0.000   0.000   0.280
 0240 12-24-19   0.120   0.105   0.158   0.000   0.000   0.000   0.000   0.000   0.265
 0241 12-24-17   0.120   0.105   0.141   0.000   0.000   0.000   0.000   0.000   0.251
 0242 12-24-16   0.120   0.105   0.133   0.000   0.000   0.000   0.000   0.000   0.226
 0243 12-24-12   0.120   0.105   0.100   0.000   0.000   0.000   0.000   0.000   0.244
 0244 12-24-12   0.120   0.105   0.100   0.000   0.000   0.000   0.000   0.000   0.304
 0245 12-24-12   0.120   0.105   0.100   0.000   0.000   0.000   0.000   0.000   0.279
 0246 12-24-09   0.120   0.105   0.075   0.000   0.000   0.000   0.000   0.000   0.306
 0247 12-24-07   0.120   0.105   0.058   0.000   0.000   0.000   0.000   0.000   0.215
 0248 12-24-00   0.120   0.105   0.000   0.000   0.000   0.000   0.000   0.000   0.190
 0249 12-23-25   0.120   0.100   0.208   0.000   0.000   0.000   0.000   0.000   0.209
 0250 12-23-20   0.120   0.100   0.166   0.000   0.000   0.000   0.000   0.000   0.267
 0251 12-23-19   0.120   0.100   0.158   0.000   0.000   0.000   0.000   0.000   0.276
 0252 12-23-14   0.120   0.100   0.116   0.000   0.000   0.000   0.000   0.000   0.259
 0253 12-23-12   0.120   0.100   0.100   0.000   0.000   0.000   0.000   0.000   0.219
 0254 12-23-09   0.120   0.100   0.075   0.000   0.000   0.000   0.000   0.000   0.255
 0255 12-22-27   0.120   0.096   0.224   0.000   0.000   0.000   0.000   0.000   0.235
 0256 12-22-25   0.120   0.096   0.208   0.000   0.000   0.000   0.000   0.000   0.317
 0257 12-22-22   0.120   0.096   0.183   0.000   0.000   0.000   0.000   0.000   0.233
 0258 12-22-18   0.120   0.096   0.149   0.000   0.000   0.000   0.000   0.000   0.242
 0259 12-22-18   0.120   0.096   0.149   0.000   0.000   0.000   0.000   0.000   0.240
 0260 12-22-17   0.120   0.096   0.141   0.000   0.000   0.000   0.000   0.000   0.282
 0261 12-22-15   0.120   0.096   0.125   0.000   0.000   0.000   0.000   0.000   0.214
 0262 12-22-11   0.120   0.096   0.091   0.000   0.000   0.000   0.000   0.000   0.241
 0263 12-21-25   0.120   0.092   0.208   0.000   0.000   0.000   0.000   0.000   0.224
 0264 12-21-23   0.120   0.092   0.191   0.000   0.000   0.000   0.000   0.000   0.239
 0265 12-21-21   0.120   0.092   0.174   0.000   0.000   0.000   0.000   0.000   0.231
 0266 12-21-21   0.120   0.092   0.174   0.000   0.000   0.000   0.000   0.000   0.251
 0267 12-21-18   0.120   0.092   0.149   0.000   0.000   0.000   0.000   0.000   0.280
 0268 12-20-20   0.120   0.087   0.166   0.000   0.000   0.000   0.000   0.000   0.229
 0269 12-20-20   0.120   0.087   0.166   0.000   0.000   0.000   0.000   0.000   0.232
 0270 12-20-20   0.120   0.087   0.166   0.000   0.000   0.000   0.000   0.000   0.300
 0271 12-20-20   0.120   0.087   0.166   0.000   0.000   0.000   0.000   0.000   0.212
 0272 12-20-20   0.120   0.087   0.166   0.000   0.000   0.000   0.000   0.000   0.296
 0273 12-20-16   0.120   0.087   0.133   0.000   0.000   0.000   0.000   0.000   0.243
 0274 12-20-14   0.120   0.087   0.116   0.000   0.000   0.000   0.000   0.000   0.242
 0275 12-20-12   0.120   0.087   0.100   0.000   0.000   0.000   0.000   0.000   0.215
 0276 12-20-11   0.120   0.087   0.091   0.000   0.000   0.000   0.000   0.000   0.243
 0277 12-20-10   0.120   0.087   0.083   0.000   0.000   0.000   0.000   0.000   0.276
 0278 12-19-25   0.120   0.083   0.208   0.000   0.000   0.000   0.000   0.000   0.241
 0279 12-19-24   0.120   0.083   0.199   0.000   0.000   0.000   0.000   0.000   0.208
 0280 12-19-22   0.120   0.083   0.183   0.000   0.000   0.000   0.000   0.000   0.211
 0281 12-19-20   0.120   0.083   0.166   0.000   0.000   0.000   0.000   0.000   0.264
 0282 12-19-19   0.120   0.083   0.158   0.000   0.000   0.000   0.000   0.000   0.291
 0283 12-19-19   0.120   0.083   0.158   0.000   0.000   0.000   0.000   0.000   0.281
 0284 12-19-16   0.120   0.083   0.133   0.000   0.000   0.000   0.000   0.000   0.293
 0285 12-19-15   0.120   0.083   0.125   0.000   0.000   0.000   0.000   0.000   0.230
